id,affected_count,total_amount,naic_sector,naic_national_industry,sector,breach_date,cause
5971,0,0,72,721110,Hospitality,2011-03-14,External - Terrorist
5972,390,100451,44,448310,Retail,2012-05-27,External - Hacktivist
5973,138357,469787,56,561110,Administrative,2014-11-15,Internal - Employee
5974,43,13911,42,423810,Trade,2014-12-31,External - Former Consultant
5975,1,65143,54,541110,Professional,2018-08-30,External - Former Employee
5976,0,0,51,517919,Information,2015-12-09,Internal - Organization
5977,859,212102,62,622110,Healthcare,2011-08-07,Internal - Consultant
5978,2,1220,45,453998,Retail,2012-08-17,External - Other
5979,5892,1976378,54,541110,Professional,2014-05-25,External - Former Employee
5980,0,0,54,541611,Professional,2011-04-27,External - Former Consultant
5981,222,652947,54,541219,Professional,2017-08-22,External - Criminal Organization
5982,0,0,32,325611,Manufacturing,2020-01-18,External - Former Consultant
5983,1,14572,42,424720,Trade,2020-11-05,External - Former Employee
5984,0,0,62,622110,Healthcare,2019-03-12,External - Nation State
5985,3905,4674,56,561990,Administrative,2016-03-31,External - Nation State
5986,9794,35827567,72,721110,Hospitality,2020-09-02,External - Vendor
5987,3,42,92,921110,Public,2016-03-02,Internal - Other
5988,1,17224,92,921120,Public,2015-09-29,Internal - Organization
5989,46,2701420,54,541110,Professional,2016-11-26,External - Former Employee
5990,31,89358,62,623110,Healthcare,2016-01-19,External - Terrorist
5991,6673,1433968,62,621111,Healthcare,2020-12-16,Internal - Trusted Third Party (TTP)
5992,29,11208,54,541213,Professional,2012-01-19,External - Hacktivist
5993,0,0,23,238160,Construction,2016-06-25,Internal - Organization
5994,1146,717569,54,541511,Professional,2011-09-26,External - Hacktivist
5995,354,8849297,48,488510,Transportation,2020-08-29,Internal - Employee
5996,479,10718,53,531190,Real Estate,2018-11-20,Internal - Consultant
5997,906,244237,52,522130,Financial,2011-03-25,External - Vendor
5998,147,951,56,561990,Administrative,2012-11-08,Internal - Other
5999,0,0,51,511199,Information,2014-01-19,External - Criminal Organization
6000,161,296506,62,622110,Healthcare,2014-07-19,Internal - Trusted Third Party (TTP)
6001,0,0,61,611110,Education,2020-04-27,External - Hacktivist
6002,240,1278256,32,325620,Manufacturing,2014-11-13,External - Terrorist
6003,614,130404,52,523910,Financial,2019-09-30,External - Vendor
6004,12961,227930,71,711219,Entertainment,2017-08-07,External - Former Consultant
6005,20,137496,56,561990,Administrative,2012-07-01,Internal - Employee
6006,19744,18095,NA,NA,NA,2017-11-15,Internal - Trusted Third Party (TTP)
6007,2464,621370,54,541110,Professional,2013-03-09,Internal - Other
6008,0,0,54,541512,Professional,2014-01-10,External - Nation State
6009,130688,182514,56,561499,Administrative,2015-08-07,External - Vendor
6010,2,72861,92,921190,Public,2019-10-05,Internal - Consultant
6011,58,249726,45,453910,Retail,2016-03-11,External - Former Employee
6012,5,5161,54,541511,Professional,2011-10-07,External - Other
6013,1324,80375,51,519190,Information,2015-08-08,External - Terrorist
6014,2,4172,52,522292,Financial,2019-08-14,Internal - Trusted Third Party (TTP)
6015,1,8674,55,551112,Management,2020-12-19,Internal - Consultant
6016,0,0,52,522292,Financial,2019-07-04,External - Former Consultant
6017,2,7429,92,921110,Public,2016-08-15,External - Nation State
6018,12,75943,61,611110,Education,2013-01-10,External - Former Consultant
6019,523,570552,32,325180,Manufacturing,2015-01-12,External - Other
6020,4854,201848,62,621320,Healthcare,2012-03-30,External - Terrorist
6021,106,15611,54,541211,Professional,2018-08-10,External - Vendor
6022,0,0,42,424820,Trade,2012-06-14,External - Former Consultant
6023,10,286747,55,551112,Management,2012-09-11,Internal - Employee
6024,43,768900,54,541611,Professional,2019-07-04,Internal - Other
6025,234,32260,72,721110,Hospitality,2015-03-04,External - Former Consultant
6026,1954,238356,61,611310,Education,2013-03-11,Internal - Other
6027,2,39934,54,541511,Professional,2018-02-05,External - Criminal Organization
6028,16,3837,92,925120,Public,2020-09-17,External - Former Employee
6029,49,3513,22,221210,Utilities,2017-10-11,Internal - Other
6030,29161,6128597,51,519130,Information,2019-05-27,Internal - Employee
6031,142,41136,62,622110,Healthcare,2019-05-02,External - Vendor
6032,3,218315,42,423450,Trade,2012-06-26,External - Former Employee
6033,2132,14683,81,812112,Other,2012-01-30,Internal - Trusted Third Party (TTP)
6034,2,14436,92,921190,Public,2011-02-12,External - Hacktivist
6035,21,1034842,54,541511,Professional,2012-10-16,External - Other
6036,13,37918,52,524210,Financial,2016-06-07,NA
6037,73654,183287091,56,561492,Administrative,2019-02-10,Internal - Organization
6038,2006,11753,92,923140,Public,2015-02-04,External - Vendor
6039,4,13173,52,522320,Financial,2020-08-03,External - Vendor
6040,0,0,54,541219,Professional,2018-05-28,NA
6041,355,15244489,72,721110,Hospitality,2014-05-10,External - Nation State
6042,3,9101,31,311351,Manufacturing,2012-01-17,Internal - Employee
6043,144,130211,81,813410,Other,2017-01-17,External - Terrorist
6044,10256,202201,56,561440,Administrative,2019-07-05,External - Other
6045,17,321506,61,611210,Education,2011-06-26,External - Nation State
6046,612,174844,72,722511,Hospitality,2016-08-30,Internal - Consultant
6047,0,0,54,541720,Professional,2014-01-30,Internal - Employee
6048,1604,51663,56,561440,Administrative,2012-02-23,Internal - Organization
6049,4,882219,54,541219,Professional,2013-11-24,Internal - Employee
6050,3,23211,52,523930,Financial,2013-02-02,External - Other
6051,0,0,53,531210,Real Estate,2018-07-17,Internal - Trusted Third Party (TTP)
6052,135,9359284,56,561110,Administrative,2016-05-08,External - Nation State
6053,55,2899,55,551111,Management,2018-07-29,External - Former Consultant
6054,1837,9644,54,541370,Professional,2017-07-06,External - Nation State
6055,16,18978,23,238220,Construction,2018-12-26,External - Former Employee
6056,56,20382504,62,621111,Healthcare,2015-09-25,External - Criminal Organization
6057,270,63553,56,561320,Administrative,2011-08-20,External - Former Consultant
6058,9,364,45,453310,Retail,2019-08-11,External - Vendor
6059,164,86024,71,711310,Entertainment,2020-04-15,External - Terrorist
6060,161,1131695,42,423110,Trade,2019-03-17,External - Criminal Organization
6061,604,185075,54,541512,Professional,2012-11-24,Internal - Employee
6062,2,68827,54,541110,Professional,2015-01-22,External - Hacktivist
6063,2,191311,52,522320,Financial,2019-11-02,External - Former Employee
6064,12,2393,52,524210,Financial,2014-12-10,Internal - Employee
6065,623,14092,62,621310,Healthcare,2019-04-27,Internal - Other
6066,5,32034,56,562991,Administrative,2012-01-17,External - Vendor
6067,3,1687759,42,424470,Trade,2014-05-19,External - Hacktivist
6068,2,142557,54,541618,Professional,2015-01-26,Internal - Trusted Third Party (TTP)
6069,49,10816,81,813410,Other,2011-11-25,External - Other
6070,4,6863,92,922110,Public,2015-03-30,External - Terrorist
6071,41205,4187000,61,611210,Education,2016-06-18,Internal - Other
6072,41,57338,52,522130,Financial,2014-08-18,Internal - Other
6073,45,27412,52,523910,Financial,2020-04-01,Internal - Trusted Third Party (TTP)
6074,479,10607459,52,522310,Financial,2011-03-02,External - Criminal Organization
6075,154,38367,62,621410,Healthcare,2011-02-24,External - Terrorist
6076,1,411261,81,812220,Other,2013-09-10,External - Former Employee
6077,1,26723,33,335999,Manufacturing,2019-06-19,Internal - Consultant
6078,32345,71361,61,611110,Education,2017-05-02,External - Terrorist
6079,6,6543,55,551112,Management,2012-10-03,External - Nation State
6080,8,5039,48,488119,Transportation,2017-07-21,NA
6081,10,1935,54,541110,Professional,2020-01-06,External - Hacktivist
6082,0,0,52,524130,Financial,2020-01-22,External - Former Consultant
6083,21891,540137,42,423430,Trade,2015-12-03,Internal - Trusted Third Party (TTP)
6084,21,2389499,52,524210,Financial,2018-02-05,External - Former Consultant
6085,0,0,42,423920,Trade,2017-06-14,External - Nation State
6086,2,8712,52,522320,Financial,2013-01-20,External - Former Employee
6087,40,5879,52,522292,Financial,2015-10-05,NA
6088,4,5594,61,611699,Education,2013-12-13,External - Former Employee
6089,0,0,44,448310,Retail,2017-09-01,External - Former Consultant
6090,9,23515945,52,522320,Financial,2017-10-12,External - Hacktivist
6091,6,29093,44,448190,Retail,2011-02-13,External - Terrorist
6092,29635,12770453,62,624310,Healthcare,2015-09-25,External - Nation State
6093,1,131175,54,541511,Professional,2014-09-06,External - Terrorist
6094,16679,2421109,62,623110,Healthcare,2019-07-28,External - Vendor
6095,0,0,51,519130,Information,2016-02-29,External - Former Consultant
6096,3,18968,62,624190,Healthcare,2015-01-13,External - Former Consultant
6097,52,25130,56,561613,Administrative,2016-06-26,External - Nation State
6098,2,647,62,621111,Healthcare,2012-02-23,Internal - Consultant
6099,15,27172,NA,NA,NA,2020-09-22,External - Nation State
6100,0,0,53,532289,Real Estate,2012-12-30,External - Nation State
6101,200,3317,81,813940,Other,2018-07-19,External - Nation State
6102,45,3889611,61,611110,Education,2017-03-12,External - Hacktivist
6103,1,9496,72,722513,Hospitality,2017-09-04,Internal - Organization
6104,5284,46270,62,621391,Healthcare,2014-11-05,Internal - Consultant
6105,4429,798379,52,523930,Financial,2017-01-29,External - Terrorist
6106,1,419,92,921110,Public,2020-07-30,External - Other
6107,84,103357,62,621111,Healthcare,2012-03-20,External - Other
6108,1,69727,61,611210,Education,2016-02-24,Internal - Consultant
6109,35814,28364,23,236115,Construction,2011-06-27,NA
6110,187,28271053,52,522110,Financial,2020-06-04,External - Terrorist
6111,23113,22207,62,621111,Healthcare,2016-08-28,Internal - Employee
6112,9,97004,31,311811,Manufacturing,2017-10-18,Internal - Other
6113,1,887,42,424690,Trade,2016-07-10,External - Hacktivist
6114,0,0,32,323111,Manufacturing,2012-05-28,Internal - Employee
6115,0,0,42,424990,Trade,2020-01-26,Internal - Other
6116,280,9527,61,611110,Education,2012-02-07,External - Hacktivist
6117,5393,23322,51,519120,Information,2018-10-30,External - Vendor
6118,570,56915,72,722511,Hospitality,2020-05-22,Internal - Other
6119,88,7017332,56,561110,Administrative,2019-07-20,Internal - Trusted Third Party (TTP)
6120,12,271140,48,484121,Transportation,2019-06-17,NA
6121,1,1803,62,621111,Healthcare,2018-04-20,External - Nation State
6122,20,1923683,54,541511,Professional,2014-03-16,Internal - Employee
6123,14,217205,52,522291,Financial,2018-03-16,External - Hacktivist
6124,442608,1042442,62,621999,Healthcare,2018-10-17,External - Nation State
6125,2,12409968,31,311812,Manufacturing,2011-02-03,External - Nation State
6126,134,288496,51,515210,Information,2018-05-10,External - Former Consultant
6127,6884,534257,52,522130,Financial,2012-02-19,Internal - Organization
6128,0,0,44,446191,Retail,2014-11-18,Internal - Trusted Third Party (TTP)
6129,39,3699,52,522110,Financial,2015-03-31,External - Nation State
6130,48,1963,56,561110,Administrative,2012-12-28,External - Vendor
6131,2172,103414,33,334510,Manufacturing,2011-11-30,NA
6132,0,0,51,517919,Information,2019-06-16,External - Hacktivist
6133,0,0,61,611310,Education,2014-01-27,External - Former Employee
6134,37,17248,54,541110,Professional,2011-02-19,Internal - Employee
6135,39,1199145,54,541110,Professional,2019-12-12,External - Criminal Organization
6136,56,5055290,62,622110,Healthcare,2018-06-24,External - Criminal Organization
6137,37,33,92,921110,Public,2018-03-16,NA
6138,2524,416975,NA,NA,NA,2012-04-12,External - Hacktivist
6139,0,0,23,238990,Construction,2017-02-09,Internal - Other
6140,5589,4395513,56,561990,Administrative,2016-07-27,Internal - Other
6141,7,416696,56,561440,Administrative,2014-04-25,External - Nation State
6142,8177,6318,52,522390,Financial,2020-06-21,Internal - Trusted Third Party (TTP)
6143,2350,7522,33,336413,Manufacturing,2017-05-16,External - Former Consultant
6144,8,4169,48,484121,Transportation,2018-06-22,External - Nation State
6145,0,0,54,541110,Professional,2013-08-01,External - Former Consultant
6146,502,138485,56,561422,Administrative,2020-08-31,External - Nation State
6147,1476,45137,33,333318,Manufacturing,2019-04-06,External - Criminal Organization
6148,3,3201,42,423440,Trade,2020-04-02,NA
6149,20991,624144,55,551112,Management,2018-01-07,Internal - Consultant
6150,67,694328,52,522110,Financial,2014-04-09,External - Criminal Organization
6151,95718,1575914,56,561621,Administrative,2019-10-29,External - Former Consultant
6152,1,1366712,48,488119,Transportation,2014-11-14,External - Criminal Organization
6153,69,67601,92,921110,Public,2015-09-06,External - Former Employee
6154,1,2643530,31,312130,Manufacturing,2019-09-03,External - Criminal Organization
6155,90,4295,56,561990,Administrative,2020-08-11,External - Terrorist
6156,1,82696,33,335999,Manufacturing,2018-04-20,External - Vendor
6157,334,26058,52,522110,Financial,2020-07-13,External - Vendor
6158,510,2099,61,611110,Education,2011-03-01,External - Terrorist
6159,303,4631,52,522320,Financial,2012-04-03,External - Other
6160,54,16733,56,561612,Administrative,2017-02-13,Internal - Trusted Third Party (TTP)
6161,55,48671,33,332312,Manufacturing,2019-03-21,External - Hacktivist
6162,33,2323,62,622110,Healthcare,2012-12-01,External - Nation State
6163,124,527430,45,454390,Retail,2015-04-21,Internal - Trusted Third Party (TTP)
6164,47606,24065,62,621111,Healthcare,2011-09-21,External - Terrorist
6165,1,88,92,921190,Public,2011-06-30,Internal - Trusted Third Party (TTP)
6166,1,31131,22,221310,Utilities,2017-07-06,External - Criminal Organization
6167,323,612417,22,221118,Utilities,2018-02-23,External - Vendor
6168,1230,20822,92,925110,Public,2017-03-06,External - Other
6169,69,921996,56,561440,Administrative,2018-10-28,NA
6170,31802,8567,51,517919,Information,2014-05-28,Internal - Consultant
6171,83,2547,61,611110,Education,2014-12-25,Internal - Trusted Third Party (TTP)
6172,3673,6966334,71,713990,Entertainment,2017-01-19,External - Nation State
6173,14,52107,44,448210,Retail,2013-09-24,External - Other
6174,66,1159,62,621999,Healthcare,2011-09-05,External - Former Employee
6175,5,2398,52,522320,Financial,2017-02-20,External - Former Employee
6176,0,0,52,525910,Financial,2018-07-11,Internal - Employee
6177,78,517,54,541110,Professional,2019-02-13,External - Other
6178,21,2631732,51,512110,Information,2017-11-23,External - Hacktivist
6179,3120,11946344,56,561990,Administrative,2019-03-16,Internal - Trusted Third Party (TTP)
6180,43739,1823892,61,611110,Education,2019-01-15,External - Terrorist
6181,0,0,92,921120,Public,2019-04-11,Internal - Organization
6182,1,19082,92,921130,Public,2012-08-28,Internal - Other
6183,426,17024885,56,561499,Administrative,2020-02-17,Internal - Trusted Third Party (TTP)
6184,2,50717,42,423910,Trade,2014-06-16,Internal - Consultant
6185,188,3912,52,522130,Financial,2014-06-24,Internal - Consultant
6186,1740,720416,61,611110,Education,2011-04-15,External - Vendor
6187,39,14941,61,611310,Education,2020-08-09,External - Nation State
6188,220,21783,56,561612,Administrative,2013-12-02,External - Other
6189,763,1131250,62,621111,Healthcare,2016-04-22,Internal - Consultant
6190,1,982,42,424450,Trade,2018-04-14,Internal - Trusted Third Party (TTP)
6191,4714,26658,72,722511,Hospitality,2012-01-19,Internal - Consultant
6192,4,451707,45,454110,Retail,2018-02-13,External - Criminal Organization
6193,1,32285071,52,524210,Financial,2013-04-15,External - Former Employee
6194,37,1153,61,611110,Education,2018-03-12,Internal - Organization
6195,1285,51988,72,722513,Hospitality,2020-02-12,External - Vendor
6196,320,24809,92,922120,Public,2017-11-17,Internal - Employee
6197,0,0,61,611310,Education,2013-05-08,External - Hacktivist
6198,0,0,56,561990,Administrative,2013-03-29,Internal - Other
6199,288,132828,61,611110,Education,2016-03-09,External - Nation State
